shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
4419_41,53.3006421,-6.3731763,242,4912.571
4419_42,53.3478274,-6.2852053,43,576.683
4419_40,53.2855111,-6.4218619,85,1161.807
4419_60,53.3366882,-6.3066815,591,12495.502
4419_19,53.3202168,-6.3619981,637,10854.291
4419_3,53.2820638,-6.218332,119,5507.198
4419_30,53.3280653,-6.33773,598,9228.814
4419_39,53.3354419,-6.3175529,526,9087.523
4419_6,53.2772211,-6.2036478,564,14786.439
4419_10,53.3101492,-6.2517435,440,9375.975
4419_13,53.3542444,-6.2729954,1020,19054.73
4419_3,53.2537891,-6.1688764,411,11729.764
4419_33,53.3479481,-6.26349,199,2376.186
4419_28,53.3492553760422,-6.24379203211191,58,978.699
4419_30,53.2880053,-6.3775264,936,16386.261
4419_13,53.2679196,-6.2079363,333,6047.936
4419_20,53.2945993,-6.3851192,89,1714.832
4419_56,53.3238867,-6.3519196,428,6340.518
4419_5,53.2756795,-6.2032797,449,11054.758
4419_24,53.3414382132633,-6.29191001740266,433,5195.852
4419_24,53.3022293482418,-6.36957930107983,771,13869.139
4419_16,53.272456,-6.2007041,385,6765.036
4419_52,53.3478534,-6.2918207,713,12119.056
4419_4,53.2777555,-6.2050876,556,14673.179
4419_9,53.343307,-6.2592419,89,1276.701
4419_25,53.3301171,-6.3320196,449,7237.246
4419_43,53.3469955,-6.2708144,788,13536.079
4419_9,53.3328301,-6.2608349,192,2827.633
4419_1,53.2463038,-6.1474931,898,21628.97
4419_51,53.2873378459308,-6.37517066354612,7,38.159
4419_24,53.290992109627,-6.40672998214147,851,16699.423
4419_36,53.3470756741883,-6.27528978642591,274,3180.529
4419_1,53.3261976,-6.2561292,403,7565.98
4419_2,53.247983,-6.1486069,324,6718.416
4419_7,53.3293644,-6.257472,243,3293.014
4419_23,53.3386042220679,-6.29142324988407,354,4215.261
4419_36,53.3347763144894,-6.32324723451371,486,7708.401
4419_9,53.2544247,-6.1717414,687,15778.438
4419_1,53.3453206321791,-6.25829253567418,191,4928.828
4419_2,53.2672754,-6.2091154,112,1582.762
4419_32,53.3288101,-6.3349177,559,8807.417
4419_3,53.3132487,-6.2525232,16,866.442
4419_28,53.3471497,-6.2783387,293,3384.09
4419_37,53.2841740656352,-6.4263432613823,889,18291.173
4419_50,53.3498198,-6.2526134,878,14800.857
4419_34,53.3483888349365,-6.2594535294506,178,2102.86
4419_30,53.3174423,-6.3700725,724,11738.425
4419_32,53.3490559,-6.2552639,161,1814.078
4419_33,53.3470747,-6.2764417,279,3257.269
4419_39,53.2947489500103,-6.38512606280806,111,1157.253
4419_4,53.3317369,-6.2594101,344,6903.4
4419_39,53.3506612577536,-6.25012678476235,921,15045.252
4419_6,53.347883,-6.2573634,169,4593.483
4419_60,53.3487916,-6.2365155,1006,18592.974
4419_12,53.3415784,-6.258149,401,9264.123
4419_44,53.3415484,-6.2923457,272,6436.237
4419_24,53.346792,-6.2723193,253,2979.011
4419_14,53.2516793,-6.1577135,106,1534.565
4419_14,53.2735539,-6.2036196,412,7010.569
4419_47,53.3367311,-6.3064368,193,5039.349
4419_51,53.2934954,-6.38441,87,1001.566
4419_35,53.3353389653202,-6.31826615805628,483,7370.702
4419_56,53.3417085,-6.2932559,640,11313.157
4419_25,53.3369744725582,-6.30531995168371,372,5159.462
4419_36,53.3284025,-6.3363245,566,8911.7
4419_16,53.2445414,-6.1446882,16,324.358
4419_9,53.2574923,-6.195462,607,14071.06
4419_15,53.3351698,-6.2632537,325,8340.215
4419_56,53.3162868,-6.3696425,348,4750.707
4419_5,53.2734988,-6.2032824,475,11327.735
4419_41,53.3340786,-6.3283772,548,11019.831
4419_18,53.3359022,-6.2633177,332,8421.91
4419_39,53.3036947,-6.3653029,214,2868.931
4419_62,53.3460678,-6.2916728,732,14588.52
4419_1,53.3349035,-6.2631676,294,6399.91
4419_30,53.3470778508873,-6.27687417796455,309,3502.308
4419_50,53.2895822,-6.3791194,62,440.791
4419_48,53.2882979,-6.4182952,100,1553.021
4419_25,53.3005062929425,-6.37327733713612,684,12853.996
4419_6,53.29995,-6.2504896,461,10514.183
4419_9,53.2432619,-6.1434473,796,18158.725
4419_2,53.2549127,-6.1811413,215,4284.61
4419_6,53.280748,-6.2142569,538,13976.548
4419_25,53.3467702453462,-6.27256294356749,160,1667.169
4419_4,53.3076069,-6.2514221,447,9659.744
4419_10,53.352875,-6.2609157,128,3870.713
4419_41,53.2842651,-6.4327683,30,354.243
4419_52,53.3498909,-6.2498373,916,15021.241
4419_13,53.3446074,-6.2595095,911,17189.552
4419_19,53.3312249,-6.3305779,534,8408.875
4419_14,53.283419,-6.2282189,521,9232.5
4419_61,53.3386916,-6.291298,639,13547.522
4419_17,53.3316727,-6.2593451,731,15311.315
4419_45,53.2918847658704,-6.38217230878251,76,768.309
4419_52,53.287749158922,-6.37736529374385,40,204.99
4419_35,53.3500037590731,-6.25243460935304,131,1584.085
4419_16,53.2760154,-6.2033743,448,7302.218
4419_52,53.2965003,-6.3824463,146,1445.466
4419_33,53.3291652,-6.3340695,554,8738.403
4419_33,53.3189460377518,-6.3673080068179,660,11244.59
4419_24,53.325497765768,-6.34733807599797,605,9714.161
4419_10,53.3713177,-6.2933268,8,307.974
4419_39,53.3377667,-6.2988951,569,10358.825
4419_44,53.3495828,-6.2528817,518,9965.464
4419_3,53.2471805,-6.148108,474,13361.422
4419_31,53.3340749,-6.3283075,500,8055.191
4419_39,53.3292856,-6.3338757,463,7688.254
4419_36,53.3473978,-6.2823541,320,3654.229
4419_43,53.3487338,-6.2354183,960,15995.777
4419_14,53.2476208,-6.1483568,60,756.413
4419_33,53.3080745874738,-6.35944111872348,740,12822.33
4419_36,53.3487555,-6.2363878,25,482.367
4419_12,53.3292946,-6.2574664,229,7501.648
4419_4,53.3523235,-6.267304,95,3319.878
4419_34,53.3160268,-6.3691543,716,11696.362
4419_5,53.3395798,-6.2596114,123,1832.385
4419_28,53.3325838,-6.3294871,519,8240.486
4419_17,53.2788774,-6.2086009,482,7814.168
4419_38,53.3466843913844,-6.29181107403406,341,7184.718
4419_41,53.3493986,-6.2541106,906,17353.56
4419_13,53.2913152,-6.243736,559,10629.866
4419_37,53.3188832,-6.3679943,663,11290.905
4419_39,53.3170655,-6.3699809,357,4840.454
4419_41,53.2968515,-6.3808283,196,4230.766
4419_46,53.3010064,-6.3724012,199,2307.708
4419_17,53.2499411,-6.1533407,87,1184.066
4419_60,53.2840425,-6.4294187,50,585.865
4419_13,53.35204,-6.2626671,974,18185.819
4419_12,53.3510234,-6.265061,521,10872.519
4419_26,53.3470783,-6.2754192,180,1860.901
4419_35,53.3189584,-6.3664789,655,11189.284
4419_26,53.3477397,-6.2918396,283,2973.882
4419_14,53.342166,-6.257987,873,16844.725
4419_51,53.3424575,-6.2935321,651,11401.061
4419_52,53.3374503,-6.3016716,564,10170.536
4419_34,53.3199038305553,-6.36285687778073,639,10921.29
4419_44,53.3341038,-6.3283143,149,3551.737
4419_52,53.3431884,-6.2910357,667,11592.373
4419_61,53.3478668,-6.2863324,782,15159.36
4419_8,53.339534,-6.2594448,122,1820.173
4419_43,53.2966442,-6.3817705,147,1493.288
4419_51,53.3367735,-6.3062547,548,9854.964
4419_9,53.3474214,-6.2572818,43,737.172
4419_7,53.2832134,-6.226348,386,9206.988
4419_32,53.3167425266396,-6.36980496124345,702,11602.099
4419_14,53.3504154,-6.2605691,953,17856.877
4419_38,53.3411146,-6.2917441,261,6367.805
4419_44,53.3306685,-6.3313043,123,3117.217
4419_37,53.3468933110346,-6.27137994387913,248,2915.409
4419_38,53.3190109,-6.3658596,49,460.197
4419_13,53.2768783,-6.2034627,456,7398.468
4419_41,53.3268565,-6.3427869,491,9704.317
4419_18,53.3401732,-6.2585692,395,9105.247
4419_10,53.3453206321791,-6.25829253567418,191,4928.828
4419_19,53.2910376,-6.3808972,886,15763.248
4419_31,53.3481760514269,-6.26149319823384,191,2240.782
4419_19,53.3494397,-6.2465534,73,1163.836
4419_33,53.2957229,-6.3845517,843,15136.633
4419_60,53.3123616,-6.3633819,342,6798.253
4419_12,53.3105064,-6.2518471,152,5375.121
4419_31,53.2991669954766,-6.37485304017881,789,14367.352
4419_32,53.3428455366307,-6.29188295678941,410,4890.175
4419_38,53.3499542331202,-6.25062387923875,553,10164.031
4419_44,53.3470997,-6.2752331,415,8433.791
4419_35,53.3121716386107,-6.3630752354641,732,12304.846
4419_15,53.3210612,-6.254738,182,6565.549
4419_60,53.2914705,-6.4047111,130,2528.096
4419_25,53.3160268,-6.3691543,621,10368.11
4419_15,53.3483877,-6.2597278,474,10109.914
4419_61,53.3152781,-6.3667532,364,7193.826
4419_23,53.3479380131497,-6.26361043785302,105,1056.033
4419_14,53.2690421,-6.2050986,355,6281.84
4419_31,53.3341352,-6.3281344,497,8041.837
4419_43,53.3345484,-6.3254297,516,8553.423
4419_52,53.2968515,-6.3808283,149,1560.215
4419_56,53.3502275,-6.2521936,889,14856.268
4419_10,53.3539997,-6.2709089,88,3015.521
4419_61,53.2843958,-6.4230788,75,1011.916
4419_35,53.3418084097568,-6.29325649179984,420,5080.921
4419_31,53.3495440534981,-6.24813548492588,82,1269.836
4419_6,53.2441928,-6.1442211,916,21950.731
4419_28,53.3473113,-6.2681664,230,2696.187
4419_56,53.3381811,-6.2948562,577,10631.842
4419_25,53.3481498,-6.2617528,97,930.064
4419_41,53.3367311,-6.3064368,594,12512.498
4419_5,53.2562116,-6.18956,615,14489.96
4419_32,53.3230598507317,-6.35408988031569,622,10239.57
4419_41,53.2871874,-6.4197926,93,1394.116
4419_60,53.347781,-6.2918851,757,14780.452
4419_14,53.3241089,-6.2555868,661,14423.75
4419_50,53.2946008,-6.385181,108,1140.356
4419_50,53.3391633,-6.2907806,603,10940.904
4419_48,53.293446,-6.3959334,146,3153.497
4419_5,53.3429402,-6.2578509,97,1379.686
4419_12,53.3431761,-6.2591897,418,9506.046
4419_2,53.2578474,-6.1968938,175,3168.072
4419_4,53.28596,-6.2365376,493,12358.658
4419_15,53.3316727,-6.2593451,262,7796.994
4419_24,53.3420660230526,-6.2934150463163,419,5050.367
4419_27,53.3479380131497,-6.26361043785302,105,1056.033
4419_1,53.3397926,-6.2604007,254,5798.03
4419_20,53.2991669954766,-6.37485304017881,26,814.727
4419_34,53.3075550369077,-6.35889742099451,742,12890.723
4419_17,53.3429209,-6.25795,880,16932.897
4419_32,53.3497907,-6.2496919,98,1380.365
4419_37,53.3492832160177,-6.24443881882963,59,1021.884
4419_56,53.3468329,-6.2730658,780,13383.902
4419_23,53.3238642,-6.3518734,520,8738.6
4419_38,53.3475866,-6.2662129,450,9047.265
4419_43,53.342373,-6.2935828,648,11391.044
4419_31,53.3177906,-6.3700159,686,11482.228
4419_39,53.3091538,-6.360679,277,3726.915
4419_61,53.3425564,-6.2933464,702,14088.6
4419_23,53.3432134042363,-6.29097958785588,308,3483.399
4419_35,53.2945653899761,-6.39081115218907,835,15565.705
4419_25,53.297237542682,-6.3789124262179,724,13389.173
4419_30,53.3478232426704,-6.28591051501957,372,4112.718
4419_45,53.296245,-6.3836773,139,1358.557
4419_5,53.3326604,-6.2604486,200,2861.321
4419_31,53.2890884,-6.3784746,898,16033.822
4419_5,53.2832134,-6.226348,386,9206.988
4419_25,53.3472749,-6.2811595,220,2245.236
4419_56,53.3369819,-6.3054313,551,9914.533
4419_34,53.3047434767218,-6.36241665018056,759,13315.252
4419_23,53.2926529380453,-6.39942105576802,749,14849.803
4419_41,53.2940373,-6.393231,153,3345.35
4419_23,53.3091007889312,-6.36057032024959,643,11357.254
4419_17,53.3305965226135,-6.25866355019862,714,15181.5
4419_41,53.3035979,-6.3656049,259,5516.647
4419_20,53.2933347,-6.3841202,106,1876.609
4419_32,53.3040650735034,-6.36412383834718,762,13451.883
4419_32,53.3471090013937,-6.27747345512065,287,3326.168
4419_61,53.3006198,-6.3732154,241,4908.972
4419_62,53.3497551,-6.2495316,967,17717.208
4419_1,53.2730074,-6.2012028,606,15384.84
4419_13,53.3439115,-6.259251,897,17104.643
4419_34,53.3491325565374,-6.2420506290575,52,861.914
4419_36,53.2842223124331,-6.43278936351035,904,18729.633
4419_28,53.3284793,-6.336012,565,8889.192
4419_31,53.3470493,-6.2750667,271,3165.358
4419_17,53.3066568,-6.2513515,605,12459.714
4419_44,53.3504458,-6.2502665,564,10216.932
4419_39,53.3190109,-6.3658596,403,5262.794
4419_6,53.3377424,-6.2623654,272,6071.41
4419_38,53.3477815,-6.2847981,387,7789.028
4419_41,53.3478424,-6.2857116,783,15200.793
4419_41,53.3477836,-6.2648727,860,16612.334
4419_50,53.347364371676,-6.26781791589389,798,13740.056
4419_46,53.2872657629384,-6.37605975723298,19,98.826
4419_25,53.2960425439447,-6.3841399881396,741,13763.091
4419_37,53.2994117458191,-6.37462761004557,786,14336.13
4419_43,53.3068304,-6.3588471,250,3432.886
4419_23,53.3475528,-6.2835095,231,2404.909
4419_16,53.2676925,-6.2085383,328,6000.348
4419_35,53.3493946210912,-6.24592112254349,68,1121.425
4419_8,53.344475,-6.2593851,76,1144.241
4419_56,53.3304351,-6.3315939,474,7887.453
4419_35,53.3479363,-6.2903517,363,4192.75
4419_24,53.3153750212294,-6.3668276295314,725,11868.513
4419_16,53.2742175,-6.2039308,431,7095.118
4419_40,53.2840616,-6.4292895,51,594.741
4419_52,53.3348724,-6.3226846,518,8739.824
4419_56,53.3471029,-6.2759772,766,13186.828
4419_3,53.2573827,-6.1949507,322,9854.699
4419_56,53.349094,-6.2409642,946,15624.175
4419_61,53.3395183,-6.290751,656,13651.258
4419_12,53.2777215,-6.2052797,3,43.199
4419_17,53.2556854,-6.1790753,190,3064.918
4419_50,53.3004469,-6.3733737,188,2216.305
4419_42,53.3495119,-6.25361,169,2731.483
4419_24,53.3485731657795,-6.23340646676832,18,282.776
4419_17,53.3439115,-6.259251,897,17104.643
4419_6,53.2639044,-6.2108992,687,16690.652
4419_60,53.3464158,-6.2917767,740,14627.886
4419_30,53.3471293,-6.2787813,326,3629.908
4419_46,53.2940952,-6.3851022,96,1083.207
4419_56,53.2962043,-6.3838267,136,1347.575
4419_19,53.3474023,-6.2672354,222,2633.216
4419_23,53.3496146,-6.2527119,42,303.051
4419_39,53.3469487,-6.2741251,772,13312.178
4419_27,53.3475528,-6.2835095,231,2404.909
4419_18,53.29419,-6.2473704,103,3517.122
4419_13,53.3066568,-6.2513515,605,12459.714
4419_37,53.3479217,-6.2915408,371,4272.051
4419_43,53.3431282,-6.2910581,665,11585.48
4419_6,53.2547713,-6.1819043,767,18938.715
4419_50,53.3385529,-6.2917329,586,10844.021
4419_24,53.3471791,-6.2802225,310,3510.17
4419_38,53.3486917,-6.2576356,490,9632.039
4419_48,53.295178,-6.3885478,163,3682.518
4419_1,53.2704377,-6.2032945,632,15750.249
4419_35,53.2843556073435,-6.42312970878935,881,18075.461
4419_25,53.3473307,-6.2817307,223,2283.792
4419_6,53.2925604,-6.2453336,475,11418.471
4419_23,53.3077893785675,-6.35910282472712,646,11533.015
4419_36,53.3160542,-6.3692284,715,11690.557
4419_9,53.308026,-6.2514771,318,5704.985
4419_25,53.3471851,-6.2690811,143,1430.527
4419_26,53.3494751,-6.253595,54,364.97
4419_17,53.3351698,-6.2632537,794,15854.536
4419_14,53.2982357,-6.2500648,584,11517.787
4419_39,53.3463975,-6.2917744,692,11955.293
4419_33,53.349114,-6.2417657,50,842.826
4419_35,53.3370305609993,-6.30500377677586,466,6465.746
4419_25,53.3120391696836,-6.36293800217248,638,10993.944
4419_52,53.3259163,-6.346114,438,6788.618
4419_13,53.3281478,-6.2567889,685,14880.426
4419_2,53.2542284,-6.1707783,261,5046.773
4419_31,53.328732591953,-6.33514540481885,560,8824.878
4419_7,53.3280479,-6.2566992,260,3448.553
4419_32,53.3277345,-6.3391206,576,9112.294
4419_3,53.268029,-6.207307,245,7979.725
4419_36,53.347976,-6.2632562,197,2360.303
4419_32,53.3179577,-6.3698922,685,11461.884
4419_33,53.2904638,-6.380132,889,15844.995
4419_28,53.3486641,-6.2575896,167,1974.993
4419_30,53.3475483359643,-6.26625481789057,246,2782.137
4419_15,53.3330135,-6.2625463,308,8095.228
4419_6,53.327264,-6.2564338,398,7445.57
4419_27,53.3469643,-6.270813,151,1548.581
4419_30,53.2983438,-6.3763709,827,14720.785
4419_44,53.3476473,-6.2918926,352,7292.27
4419_24,53.3230598507317,-6.35408988031569,622,10239.57
4419_6,53.3548503,-6.2760143,60,2588.64
4419_7,53.2855662,-6.235825,369,8515.47
4419_14,53.2558575,-6.1781418,183,2999.5
4419_48,53.285441,-6.4219272,83,1152.872
4419_9,53.250771,-6.155417,733,16965.535
4419_5,53.2550933,-6.1743534,678,15588.74
4419_41,53.2962128,-6.3840981,179,4000.868
4419_52,53.2872885,-6.3762997,23,115.076
4419_25,53.3500802,-6.2523844,34,246.691
4419_41,53.3503654,-6.2503228,963,17680.376
4419_1,53.2611212221176,-6.20587675995805,709,17172.528
4419_16,53.2548225,-6.1836691,219,3402.898
4419_18,53.3269906,-6.2564052,206,7234.75
4419_39,53.290323,-6.3800184,65,542.734
4419_19,53.3501854,-6.2520529,119,1547.857
4419_34,53.3490559,-6.2552639,161,1814.078
4419_12,53.3327929,-6.2608452,292,7969.637
4419_62,53.3477206204314,-6.26527910560988,858,16584.375
4419_56,53.3063841,-6.3591476,239,3378.99
4419_34,53.2873034,-6.3754961,945,16340.387
4419_9,53.2718174,-6.2012347,498,11636.056
4419_36,53.3241693665994,-6.35103724694222,612,10001.599
4419_44,53.3478882,-6.264209,461,9184.896
4419_47,53.3340786,-6.3283772,147,3546.683
4419_38,53.3334286,-6.3290042,138,3462.528
4419_4,53.3432091,-6.2590356,221,5203.122
4419_52,53.3501341361125,-6.25154758099962,899,14901.46
4419_4,53.3326802,-6.2604651,327,6766.831
4419_36,53.3479363,-6.2903517,363,4192.75
4419_33,53.3237191577712,-6.35227410476153,617,10098.054
4419_27,53.3258907,-6.3460886,506,8291.85
4419_56,53.3326802,-6.3294843,488,8175.857
4419_6,53.2830265807177,-6.224119280116,521,13265.102
4419_60,53.3354886,-6.3171436,574,11785.831
4419_61,53.3175546,-6.370153,410,7566.691
4419_2,53.2547908,-6.1833231,201,4135.783
4419_30,53.3183527606413,-6.36956222277809,707,11628.84
4419_50,53.3483877,-6.2597278,832,14291.217
4419_6,53.2717118,-6.2013557,627,15558.286
4419_13,53.3320791,-6.2602776,745,15389.683
4419_37,53.3155865631619,-6.36733953725821,723,11826.928
4419_50,53.2886942,-6.3781573,48,322.734
4419_56,53.3387681,-6.2911529,594,10889.853
4419_3,53.2877444,-6.2389551,73,3942.21
4419_61,53.3493041,-6.254411,905,17330.958
4419_9,53.2727058,-6.2006885,484,11526.307
4419_13,53.2464721,-6.1477516,41,621.759
4419_31,53.287799581059,-6.37735485633242,912,16195.632
4419_7,53.3512958,-6.2586565,17,294.341
4419_6,53.3429227,-6.2578287,226,5290.105
4419_32,53.2873563,-6.3764737,928,16274.076
4419_14,53.2446623,-6.1448428,17,341.316
4419_19,53.3181965,-6.3697147,683,11432.792
4419_30,53.3387525912912,-6.29111647543262,475,5733.425
4419_37,53.3237191577712,-6.35227410476153,617,10098.054
4419_4,53.34328,-6.2592269,218,5187.841
4419_60,53.3227067,-6.3551752,468,8757.45
4419_5,53.2558956,-6.1780989,664,15317.493
4419_27,53.3261173,-6.3453058,503,8233.896
4419_12,53.3562877,-6.2772274,567,11992.044
4419_9,53.3376949,-6.2624209,146,2169.888
4419_1,53.3540549,-6.2753382,65,2687.971
4419_26,53.3474096,-6.2824626,226,2333.322
4419_16,53.2625847,-6.2100209,282,5372.603
4419_50,53.3471464,-6.2790482,752,12981.769
4419_5,53.2496814,-6.1525683,741,17191.067
4419_25,53.2916041,-6.3816971,787,14352.409
4419_8,53.3309679,-6.2588517,225,3091.77
4419_10,53.3404797,-6.2584191,237,5567.343
4419_34,53.3265506,-6.3437502,593,9447.824
4419_34,53.2873163,-6.3762747,931,16288.082
4419_35,53.3473247,-6.2816759,317,3608.333
4419_25,53.3267365,-6.3430958,495,8071.308
4419_35,53.3500432,-6.2514363,114,1503.832
4419_35,53.3248638,-6.3491183,609,9852.188
4419_51,53.346924,-6.2918423,697,12014.064
4419_62,53.3288697,-6.3348531,506,10278.856
4419_52,53.3083216,-6.359801,272,3617.317
4419_56,53.3052678,-6.3613406,225,3186.258
4419_19,53.3038557560535,-6.36472761730234,763,13498.39
4419_34,53.3336203,-6.3287992,513,8116.217
4419_28,53.3259735538734,-6.34582276701964,599,9600.128
4419_34,53.347116,-6.2791574,301,3438.795
4419_27,53.3483492,-6.2597617,88,795.611
4419_4,53.2834451,-6.2281516,510,12991.921
4419_5,53.2675343,-6.2087642,538,12345.114
4419_14,53.2525521,-6.1599855,120,1717.993
4419_30,53.2940625,-6.3850125,890,15544.608
4419_31,53.3120391696836,-6.36293800217248,732,12322.196
4419_39,53.3060762,-6.3595939,231,3333.422
4419_41,53.3083216,-6.359801,319,6287.867
4419_17,53.2679196,-6.2079363,333,6047.936
4419_10,53.3685195,-6.2859177,25,909.677
4419_39,53.3414819,-6.2927472,629,11266.59
4419_13,53.2536496,-6.1684099,144,2298.562
4419_5,53.3291384,-6.257303,246,3320.573
4419_29,53.2880053,-6.3775264,120,1802.684
4419_30,53.3492048,-6.2546256,183,1984.65
4419_41,53.3374503,-6.3016716,611,12841.087
4419_47,53.3468968060864,-6.27367476358479,422,8540.123
4419_10,53.3328119,-6.2618077,317,6670.757
4419_60,53.348432,-6.2593695,883,16986.136
4419_37,53.350185,-6.2521774,122,1556.212
4419_43,53.3499387,-6.2499956,914,15009.415
4419_48,53.2845654,-6.4336709,20,280.906
4419_13,53.3322452,-6.260394,748,15409.778
4419_32,53.29473,-6.3850761,851,15252.626
